23.22	487.92	26.00	31.20
19.97	488.67	28.88	31.22
20.72	488.21	28.24	29.86
20.38	488.07	27.89	30.63
19.15	488.35	28.20	31.13
20.38	488.54	26.79	30.56
20.06	488.09	27.45	29.81
19.74	488.40	28.22	30.69
18.41	486.99	28.70	32.55
20.06	486.89	27.41	30.42
17.69	488.28	29.45	31.84
20.26	485.65	25.56	32.27
17.23	488.16	29.41	31.04
19.73	486.62	26.12	31.26
17.67	485.56	28.26	32.05
18.31	486.39	28.24	30.93
16.09	486.27	29.53	31.33
17.12	485.38	28.35	30.86
16.63	486.47	29.11	30.48
16.77	484.61	28.09	30.96
16.72	485.51	27.96	30.94
13.81	484.18	29.40	33.10
18.14	485.53	24.54	33.29
17.39	482.76	24.63	34.48
15.06	485.61	29.00	31.87
13.66	483.97	29.47	33.30
17.47	482.97	25.55	33.23
13.96	485.36	29.87	32.40
